patrol_rank,cell_lat,cell_lon,ensemble_score,pred_lgbm,pred_rolling,pred_lag1,count_lag1,rolling_mean_3m,recurrence_rate,n_active_months,persistence_score,patrol_tier
200,,,41.29812262597635,33.796245251952705,28.666666666666668,79.0,79.0,28.666666666666668,0.6,3,0.6666666666666666,Tier 2 — Medium
201,,,41.18652584327531,41.57305168655061,39.333333333333336,43.0,43.0,39.333333333333336,1.0,5,1.0,Tier 2 — Medium
202,,,40.85876136056548,40.31752272113096,39.666666666666664,44.0,44.0,39.666666666666664,1.0,5,1.0,Tier 2 — Medium
203,,,40.382039275022656,40.16407855004531,26.333333333333332,62.0,62.0,26.333333333333332,1.0,5,1.0,Tier 2 — Medium
204,,,39.73352505234094,38.66705010468187,42.0,39.0,39.0,42.0,1.0,5,1.0,Tier 2 — Medium
205,,,39.7015868423869,44.403173684773805,34.333333333333336,36.0,36.0,34.333333333333336,1.0,5,1.0,Tier 2 — Medium
206,,,39.49693091838718,39.393861836774356,40.666666666666664,38.0,38.0,40.666666666666664,1.0,5,1.0,Tier 2 — Medium
207,,,38.9346437195337,39.66928743906741,35.666666666666664,42.0,42.0,35.666666666666664,1.0,5,1.0,Tier 2 — Medium
208,,,38.6377714404572,36.27554288091441,45.0,35.0,35.0,45.0,1.0,5,1.0,Tier 2 — Medium
209,,,38.564924829977585,36.92984965995517,41.666666666666664,38.0,38.0,41.666666666666664,0.8,4,0.9333333333333333,Tier 2 — Medium
210,,,38.387709225548704,40.57541845109741,44.333333333333336,24.0,24.0,44.333333333333336,1.0,5,1.0,Tier 2 — Medium
211,,,38.20662900808158,39.21325801616315,39.333333333333336,34.0,34.0,39.333333333333336,0.8,4,0.8666666666666667,Tier 2 — Medium
212,,,38.19727266023532,41.994545320470635,26.666666666666668,46.0,46.0,26.666666666666668,1.0,5,1.0,Tier 2 — Medium
213,,,37.29096616755031,45.38193233510062,28.666666666666668,30.0,30.0,28.666666666666668,1.0,5,1.0,Tier 2 — Medium
214,,,37.20654330508422,32.81308661016844,29.333333333333332,60.0,60.0,29.333333333333332,1.0,5,1.0,Tier 2 — Medium
215,,,36.93790791728751,38.47581583457502,39.0,30.0,30.0,39.0,1.0,5,1.0,Tier 2 — Medium
216,,,36.801134472113105,35.60226894422621,42.666666666666664,31.0,31.0,42.666666666666664,1.0,5,1.0,Tier 2 — Medium
217,,,36.69876171777666,37.99752343555333,37.666666666666664,32.0,32.0,37.666666666666664,1.0,5,1.0,Tier 2 — Medium
218,,,36.36946573505738,37.738931470114764,39.666666666666664,28.0,28.0,39.666666666666664,1.0,5,1.0,Tier 2 — Medium
219,,,36.3012909433147,32.40258188662939,33.666666666666664,50.0,50.0,33.666666666666664,1.0,5,1.0,Tier 2 — Medium
220,,,35.41933394417948,42.43866788835896,26.666666666666668,31.0,31.0,26.666666666666668,1.0,5,1.0,Tier 2 — Medium
221,,,34.93451097771059,42.06902195542118,27.666666666666668,28.0,28.0,27.666666666666668,1.0,5,1.0,Tier 2 — Medium
222,,,34.72099126423642,35.84198252847283,27.333333333333332,43.0,43.0,27.333333333333332,1.0,5,1.0,Tier 2 — Medium
223,,,34.69130968591196,41.382619371823914,27.333333333333332,29.0,29.0,27.333333333333332,1.0,5,1.0,Tier 2 — Medium
224,,,34.63112058287171,33.26224116574342,38.0,33.0,33.0,38.0,1.0,5,1.0,Tier 2 — Medium
225,,,34.624783447460715,35.44956689492144,33.666666666666664,34.0,34.0,33.666666666666664,1.0,5,1.0,Tier 2 — Medium
226,,,33.995811519954735,33.59162303990947,44.0,20.0,20.0,44.0,1.0,5,1.0,Tier 2 — Medium
227,,,33.942750274619264,30.28550054923853,39.333333333333336,35.0,35.0,39.333333333333336,1.0,5,1.0,Tier 2 — Medium
228,,,33.66015276250387,39.920305525007734,28.333333333333332,26.0,26.0,28.333333333333332,1.0,5,1.0,Tier 2 — Medium
229,,,33.48449693555267,40.168993871105336,26.0,28.0,28.0,26.0,1.0,5,1.0,Tier 2 — Medium
230,,,33.04663811039657,33.69327622079315,30.666666666666668,35.0,35.0,30.666666666666668,1.0,5,1.0,Tier 2 — Medium
231,,,32.99836581027194,30.396731620543875,38.666666666666664,31.0,31.0,38.666666666666664,1.0,5,1.0,Tier 2 — Medium
232,,,32.86516236723709,30.53032473447419,42.666666666666664,24.0,24.0,42.666666666666664,1.0,5,1.0,Tier 2 — Medium
233,,,32.61234807294187,32.224696145883726,32.333333333333336,34.0,34.0,32.333333333333336,1.0,5,1.0,Tier 2 — Medium
234,,,32.51982478172005,28.639649563440088,41.333333333333336,29.0,29.0,41.333333333333336,1.0,5,1.0,Tier 2 — Medium
235,,,32.315870210463565,35.43174042092713,25.333333333333332,35.0,35.0,25.333333333333332,1.0,5,1.0,Tier 2 — Medium
236,,,31.589216125184556,25.578432250369104,22.0,61.0,61.0,22.0,1.0,5,1.0,Tier 2 — Medium
237,,,31.37141922176999,25.34283844353998,47.0,23.0,23.0,47.0,1.0,5,1.0,Tier 2 — Medium
238,,,31.31206325874139,26.024126517482784,29.666666666666668,47.0,47.0,29.666666666666668,1.0,5,1.0,Tier 2 — Medium
239,,,31.303181185399392,31.006362370798787,33.333333333333336,29.0,29.0,33.333333333333336,1.0,5,1.0,Tier 2 — Medium
240,,,31.118436576922456,38.83687315384491,29.0,15.0,15.0,29.0,1.0,5,1.0,Tier 2 — Medium
241,,,30.637859628269688,33.47571925653937,33.0,20.0,20.0,33.0,1.0,5,1.0,Tier 2 — Medium
242,,,30.27805707721867,30.156114154437347,32.666666666666664,27.0,27.0,32.666666666666664,1.0,5,1.0,Tier 2 — Medium
243,,,29.510149512026082,28.62029902405216,38.666666666666664,18.0,18.0,38.666666666666664,1.0,5,1.0,Tier 2 — Medium
244,,,29.360600883608612,28.121201767217226,41.666666666666664,14.0,14.0,41.666666666666664,1.0,5,1.0,Tier 3 — Low
245,,,29.192757199242752,28.785514398485503,25.333333333333332,36.0,36.0,25.333333333333332,1.0,5,1.0,Tier 3 — Low
246,,,29.09501608254526,25.190032165090525,37.666666666666664,26.0,26.0,37.666666666666664,1.0,5,1.0,Tier 3 — Low
247,,,29.044643330513892,29.48928666102779,24.333333333333332,35.0,35.0,24.333333333333332,1.0,5,1.0,Tier 3 — Low
248,,,28.88096915925378,28.161938318507563,22.666666666666668,40.0,40.0,22.666666666666668,1.0,5,1.0,Tier 3 — Low
249,,,28.863828893017942,32.12765778603588,28.666666666666668,21.0,21.0,28.666666666666668,1.0,5,1.0,Tier 3 — Low
250,,,28.822768337483502,31.445536674967002,25.666666666666668,27.0,27.0,25.666666666666668,1.0,5,1.0,Tier 3 — Low
251,,,28.819004958608705,32.63800991721741,16.333333333333332,38.0,38.0,16.333333333333332,1.0,5,1.0,Tier 3 — Low
252,,,28.23368751103899,30.26737502207798,19.666666666666668,36.0,36.0,19.666666666666668,1.0,5,1.0,Tier 3 — Low
253,,,28.06277466244124,26.52554932488248,19.333333333333332,45.0,45.0,19.333333333333332,1.0,5,1.0,Tier 3 — Low
254,,,27.86341982316588,30.72683964633176,35.0,10.0,10.0,35.0,1.0,5,1.0,Tier 3 — Low
255,,,27.639472332207674,31.07894466441535,17.0,35.0,35.0,17.0,1.0,5,1.0,Tier 3 — Low
256,,,27.07340161956867,22.14680323913734,38.666666666666664,22.0,22.0,38.666666666666664,1.0,5,1.0,Tier 3 — Low
257,,,27.005289713742876,32.01057942748575,26.0,16.0,16.0,26.0,1.0,5,1.0,Tier 3 — Low
258,,,26.904659543782387,24.809319087564777,43.666666666666664,7.0,7.0,43.666666666666664,1.0,5,1.0,Tier 3 — Low
259,,,26.859827651866148,29.119655303732298,30.333333333333332,16.0,16.0,30.333333333333332,1.0,5,1.0,Tier 3 — Low
260,,,26.54705602662558,25.29411205325116,23.666666666666668,34.0,34.0,23.666666666666668,1.0,5,1.0,Tier 3 — Low
261,,,26.362126667183134,25.724253334366264,35.0,15.0,15.0,35.0,1.0,5,1.0,Tier 3 — Low
262,,,26.206862401367992,27.013724802735986,32.333333333333336,15.0,15.0,32.333333333333336,1.0,5,1.0,Tier 3 — Low
263,,,26.119441586222386,27.23888317244478,27.0,22.0,22.0,27.0,1.0,5,1.0,Tier 3 — Low
264,,,26.100185958616926,23.40037191723385,28.0,30.0,30.0,28.0,1.0,5,1.0,Tier 3 — Low
265,,,26.030289513434255,26.860579026868514,25.333333333333332,25.0,25.0,25.333333333333332,1.0,5,1.0,Tier 3 — Low
266,,,25.989954520127824,23.97990904025565,24.666666666666668,33.0,33.0,24.666666666666668,1.0,5,1.0,Tier 3 — Low
267,,,25.512155534795234,25.624311069590473,31.0,17.0,17.0,31.0,1.0,5,1.0,Tier 3 — Low
268,,,25.361466707784185,24.922933415568373,23.0,30.0,30.0,23.0,1.0,5,1.0,Tier 3 — Low
269,,,25.274015450041542,24.148030900083086,18.0,39.0,39.0,18.0,1.0,5,1.0,Tier 3 — Low
270,,,25.261809258148652,23.723618516297307,31.333333333333332,20.0,20.0,31.333333333333332,1.0,5,1.0,Tier 3 — Low
271,,,25.162771364286023,23.525542728572045,20.666666666666668,36.0,36.0,20.666666666666668,1.0,5,1.0,Tier 3 — Low
272,,,25.085869399620538,25.37173879924108,27.333333333333332,21.0,21.0,27.333333333333332,1.0,5,1.0,Tier 3 — Low
273,,,25.05801667422951,25.716033348459018,24.666666666666668,24.0,24.0,24.666666666666668,1.0,5,1.0,Tier 3 — Low
274,,,25.038037662607906,25.47607532521581,22.333333333333332,28.0,28.0,22.333333333333332,1.0,5,1.0,Tier 3 — Low
275,,,25.03252572965281,25.665051459305626,23.333333333333332,26.0,26.0,23.333333333333332,1.0,5,1.0,Tier 3 — Low
276,,,24.949145185813332,25.49829037162667,33.333333333333336,11.0,11.0,33.333333333333336,1.0,5,1.0,Tier 3 — Low
277,,,24.886474848281363,23.37294969656273,20.0,36.0,36.0,20.0,1.0,5,1.0,Tier 3 — Low
278,,,24.73205988004051,25.06411976008102,26.666666666666668,21.0,21.0,26.666666666666668,1.0,5,1.0,Tier 3 — Low
279,,,24.63856146471304,25.477122929426077,36.333333333333336,5.0,5.0,36.333333333333336,1.0,5,1.0,Tier 3 — Low
280,,,24.637571166417647,21.075142332835295,40.333333333333336,10.0,10.0,40.333333333333336,1.0,5,1.0,Tier 3 — Low
281,,,24.596055590986644,24.192111181973285,17.0,37.0,37.0,17.0,1.0,5,1.0,Tier 3 — Low
282,,,24.42053799091309,19.64107598182618,38.0,16.0,16.0,38.0,1.0,5,1.0,Tier 3 — Low
283,,,24.35314282671259,25.906285653425176,27.333333333333332,16.0,16.0,27.333333333333332,1.0,5,1.0,Tier 3 — Low
284,,,24.35085891657336,22.101717833146722,39.0,8.0,8.0,39.0,1.0,5,1.0,Tier 3 — Low
285,,,24.24277256096252,26.88554512192504,26.0,15.0,15.0,26.0,1.0,5,1.0,Tier 3 — Low
286,,,23.814234999431008,24.428469998862017,24.0,22.0,22.0,24.0,1.0,5,1.0,Tier 3 — Low
287,,,23.206987053277636,26.213974106555273,14.333333333333334,29.0,29.0,14.333333333333334,1.0,5,1.0,Tier 3 — Low
288,,,23.048635916054007,24.497271832108016,18.666666666666668,26.0,26.0,18.666666666666668,1.0,5,1.0,Tier 3 — Low
289,,,23.026297057666397,22.4525941153328,18.0,32.0,32.0,18.0,1.0,5,1.0,Tier 3 — Low
290,,,22.933704036065194,23.867408072130388,24.0,19.0,19.0,24.0,1.0,5,1.0,Tier 3 — Low
291,,,22.834592293341366,22.86918458668273,26.666666666666668,17.0,17.0,26.666666666666668,1.0,5,1.0,Tier 3 — Low
292,,,22.715509766325045,22.031019532650085,33.0,9.0,9.0,33.0,1.0,5,1.0,Tier 3 — Low
293,,,22.573562245264654,22.347124490529314,20.0,27.0,27.0,20.0,1.0,5,1.0,Tier 3 — Low
294,,,22.538756478144638,22.477512956289278,17.0,31.0,31.0,17.0,1.0,5,1.0,Tier 3 — Low
295,,,22.52511437552898,18.45022875105796,35.666666666666664,13.0,13.0,35.666666666666664,0.8,4,0.7333333333333333,Tier 3 — Low
296,,,22.520569848927405,25.041139697854813,24.0,14.0,14.0,24.0,1.0,5,1.0,Tier 3 — Low
297,,,22.341781123767067,24.683562247534134,27.333333333333332,9.0,9.0,27.333333333333332,1.0,5,1.0,Tier 3 — Low
298,,,22.31098044237803,23.021960884756055,25.333333333333332,16.0,16.0,25.333333333333332,1.0,5,1.0,Tier 3 — Low
299,,,22.243427488190235,21.486854976380474,17.666666666666668,31.0,31.0,17.666666666666668,1.0,5,1.0,Tier 3 — Low
300,,,21.916217569746003,22.832435139492013,17.0,27.0,27.0,17.0,0.8,4,0.8,Tier 3 — Low
301,,,21.874546450419473,23.149092900838944,19.666666666666668,22.0,22.0,19.666666666666668,1.0,5,1.0,Tier 3 — Low
302,,,21.741634208698258,23.283268417396517,21.0,19.0,19.0,21.0,1.0,5,1.0,Tier 3 — Low
303,,,21.64047171000037,21.08094342000074,31.0,9.0,9.0,31.0,1.0,5,1.0,Tier 3 — Low
304,,,21.619185606373975,21.43837121274795,17.0,29.0,29.0,17.0,1.0,5,1.0,Tier 3 — Low
305,,,21.575985343506957,19.151970687013915,22.0,27.0,27.0,22.0,1.0,5,1.0,Tier 3 — Low
306,,,21.560710218466493,22.721420436932988,30.666666666666668,5.0,5.0,30.666666666666668,1.0,5,1.0,Tier 3 — Low
307,,,21.51691508741363,25.23383017482726,18.333333333333332,17.0,17.0,18.333333333333332,1.0,5,1.0,Tier 3 — Low
308,,,21.44826232691806,20.496524653836115,13.333333333333334,36.0,36.0,13.333333333333334,0.6,3,0.6,Tier 3 — Low
309,,,21.247860959271783,19.49572191854356,36.333333333333336,3.0,3.0,36.333333333333336,1.0,5,1.0,Tier 3 — Low
310,,,21.205944554988815,24.211889109977633,23.0,11.0,11.0,23.0,1.0,5,1.0,Tier 3 — Low
311,,,20.964660870467842,24.329321740935683,19.333333333333332,15.0,15.0,19.333333333333332,1.0,5,1.0,Tier 3 — Low
312,,,20.888806085162255,20.57761217032451,23.333333333333332,18.0,18.0,23.333333333333332,1.0,5,1.0,Tier 3 — Low
313,,,20.736504002679617,18.673008005359236,36.0,3.0,3.0,36.0,1.0,5,1.0,Tier 3 — Low
314,,,20.546696332260282,22.293392664520567,10.666666666666666,31.0,31.0,10.666666666666666,0.8,4,0.7333333333333333,Tier 3 — Low
315,,,20.477090514123393,24.95418102824679,19.333333333333332,11.0,11.0,19.333333333333332,1.0,5,1.0,Tier 3 — Low
316,,,20.263748411892646,20.12749682378529,20.666666666666668,20.0,20.0,20.666666666666668,1.0,5,1.0,Tier 3 — Low
317,,,20.007357099441993,21.014714198883986,22.333333333333332,14.0,14.0,22.333333333333332,0.8,4,0.8,Tier 3 — Low
318,,,19.920084319307104,19.24016863861421,15.666666666666666,28.0,28.0,15.666666666666666,1.0,5,1.0,Tier 3 — Low
319,,,19.748563852269818,22.897127704539635,25.0,4.0,4.0,25.0,1.0,5,1.0,Tier 3 — Low
320,,,19.74282548975889,18.28565097951778,13.333333333333334,33.0,33.0,13.333333333333334,0.6,3,0.6666666666666666,Tier 3 — Low
321,,,19.67861825587269,19.55723651174538,20.333333333333332,19.0,19.0,20.333333333333332,1.0,5,1.0,Tier 3 — Low
322,,,19.49920651826173,21.59841303652346,9.666666666666666,29.0,29.0,9.666666666666666,0.6,3,0.5333333333333333,Tier 3 — Low
323,,,19.377784203998335,19.55556840799667,16.0,24.0,24.0,16.0,1.0,5,1.0,Tier 3 — Low
324,,,19.36213506532076,22.92427013064152,15.0,17.0,17.0,15.0,1.0,5,1.0,Tier 3 — Low
325,,,19.30219657053609,17.404393141072177,30.0,8.0,8.0,30.0,1.0,5,1.0,Tier 3 — Low
326,,,19.287755304427186,19.175510608854367,14.333333333333334,27.0,27.0,14.333333333333334,1.0,5,1.0,Tier 3 — Low
327,,,19.15052868657942,18.701057373158843,16.0,25.0,25.0,16.0,1.0,5,1.0,Tier 3 — Low
328,,,19.128717752191584,20.057435504383164,17.0,20.0,20.0,17.0,1.0,5,1.0,Tier 3 — Low
329,,,19.124143527134123,19.04828705426825,18.0,21.0,21.0,18.0,1.0,5,1.0,Tier 3 — Low
330,,,19.062542979849862,17.725085959699726,23.333333333333332,16.0,16.0,23.333333333333332,0.6,3,0.8,Tier 3 — Low
331,,,19.00424444329332,22.008488886586637,9.333333333333334,26.0,26.0,9.333333333333334,0.8,4,0.7333333333333333,Tier 3 — Low
332,,,18.90252310066402,18.805046201328043,21.0,16.0,16.0,21.0,1.0,5,1.0,Tier 3 — Low
333,,,18.58858826843724,19.977176536874474,19.333333333333332,14.0,14.0,19.333333333333332,1.0,5,1.0,Tier 3 — Low
334,,,18.35573361300092,22.911467226001836,11.0,18.0,18.0,11.0,1.0,5,1.0,Tier 3 — Low
335,,,18.32251916303833,15.845038326076658,22.0,19.0,19.0,22.0,0.8,4,0.9333333333333333,Tier 3 — Low
336,,,18.288789843975962,17.37757968795193,15.333333333333334,25.0,25.0,15.333333333333334,1.0,5,1.0,Tier 3 — Low
337,,,18.2070377771446,20.214075554289202,16.333333333333332,16.0,16.0,16.333333333333332,1.0,5,1.0,Tier 3 — Low
338,,,18.197302448612596,20.99460489722519,14.333333333333334,17.0,17.0,14.333333333333334,1.0,5,1.0,Tier 3 — Low
339,,,17.937093744541407,21.474187489082812,8.0,24.0,24.0,8.0,0.4,2,0.4,Tier 3 — Low
340,,,17.888095797581162,18.776191595162324,19.666666666666668,13.0,13.0,19.666666666666668,1.0,5,1.0,Tier 3 — Low
341,,,17.824635432650712,22.049270865301423,13.333333333333334,14.0,14.0,13.333333333333334,0.8,4,0.9333333333333333,Tier 3 — Low
342,,,17.570145463099287,21.14029092619857,12.0,17.0,17.0,12.0,1.0,5,1.0,Tier 3 — Low
343,,,17.566226261250602,17.532452522501206,16.666666666666668,19.0,19.0,16.666666666666668,0.6,3,0.8,Tier 3 — Low
344,,,17.073393060181743,17.146786120363483,12.333333333333334,24.0,24.0,12.333333333333334,0.8,4,0.9333333333333333,Tier 3 — Low
345,,,16.96679661736927,17.13359323473854,16.666666666666668,17.0,17.0,16.666666666666668,1.0,5,1.0,Tier 3 — Low
346,,,16.89218752923563,15.184375058471264,22.333333333333332,13.0,13.0,22.333333333333332,1.0,5,1.0,Tier 3 — Low
347,,,16.814157913977755,16.428315827955515,14.666666666666666,21.0,21.0,14.666666666666666,1.0,5,1.0,Tier 3 — Low
348,,,16.81378365529627,16.627567310592536,13.666666666666666,22.0,22.0,13.666666666666666,1.0,5,1.0,Tier 3 — Low
349,,,16.719554619205198,17.439109238410392,14.0,19.0,19.0,14.0,1.0,5,1.0,Tier 3 — Low
350,,,16.46001864572685,19.920037291453703,13.666666666666666,12.0,12.0,13.666666666666666,1.0,5,1.0,Tier 3 — Low
351,,,16.45901385319254,17.918027706385082,15.0,15.0,15.0,15.0,1.0,5,1.0,Tier 3 — Low
352,,,16.438986971444614,19.677973942889224,19.333333333333332,4.0,4.0,19.333333333333332,1.0,5,1.0,Tier 3 — Low
353,,,16.37416516341362,21.348330326827234,16.333333333333332,4.0,4.0,16.333333333333332,1.0,5,1.0,Tier 3 — Low
354,,,16.34927246264479,18.89854492528958,19.666666666666668,5.0,5.0,19.666666666666668,1.0,5,1.0,Tier 3 — Low
355,,,16.213927626483212,20.22785525296642,12.333333333333334,12.0,12.0,12.333333333333334,1.0,5,1.0,Tier 3 — Low
356,,,16.2046035096392,15.209207019278402,18.0,16.0,16.0,18.0,1.0,5,1.0,Tier 3 — Low
357,,,16.085465215737084,18.57093043147417,15.333333333333334,11.0,11.0,15.333333333333334,1.0,5,1.0,Tier 3 — Low
358,,,16.05487339404562,15.109746788091238,12.333333333333334,24.0,24.0,12.333333333333334,1.0,5,1.0,Tier 3 — Low
359,,,16.03964179762459,19.07928359524918,11.666666666666666,15.0,15.0,11.666666666666666,1.0,5,1.0,Tier 3 — Low
360,,,16.017085148281076,17.63417029656215,10.666666666666666,20.0,20.0,10.666666666666666,0.8,4,0.9333333333333333,Tier 3 — Low
361,,,16.003794429714464,18.207588859428924,21.0,3.0,3.0,21.0,1.0,5,1.0,Tier 3 — Low
362,,,15.901919207448893,17.803838414897786,13.333333333333334,15.0,15.0,13.333333333333334,1.0,5,1.0,Tier 3 — Low
363,,,15.773548329820974,19.14709665964195,12.0,13.0,13.0,12.0,1.0,5,1.0,Tier 3 — Low
364,,,15.746471817556799,16.492943635113598,11.666666666666666,20.0,20.0,11.666666666666666,0.8,4,0.9333333333333333,Tier 3 — Low
365,,,15.742745717770337,19.285491435540674,11.0,14.0,14.0,11.0,1.0,5,1.0,Tier 3 — Low
366,,,15.735451020884009,19.270902041768018,11.666666666666666,13.0,13.0,11.666666666666666,1.0,5,1.0,Tier 3 — Low
367,,,15.629016928375597,19.658033856751196,17.333333333333332,3.0,3.0,17.333333333333332,1.0,5,1.0,Tier 3 — Low
368,,,15.483298211680973,17.166596423361945,19.666666666666668,5.0,5.0,19.666666666666668,1.0,5,1.0,Tier 3 — Low
369,,,15.453833890142548,15.707667780285094,16.0,14.0,14.0,16.0,1.0,5,1.0,Tier 3 — Low
370,,,15.320419336463857,19.240838672927715,9.0,15.0,15.0,9.0,1.0,5,1.0,Tier 3 — Low
371,,,15.10661145245646,21.41322290491292,12.0,4.0,4.0,12.0,1.0,5,1.0,Tier 3 — Low
372,,,15.028074460245536,19.65614892049107,12.666666666666666,7.0,7.0,12.666666666666666,1.0,5,1.0,Tier 3 — Low
373,,,14.802166781099634,16.40433356219927,12.0,15.0,15.0,12.0,0.8,4,0.9333333333333333,Tier 3 — Low
374,,,14.527293369985674,14.454586739971347,13.0,17.0,17.0,13.0,1.0,5,1.0,Tier 3 — Low
375,,,14.475562666468702,16.751125332937406,12.333333333333334,12.0,12.0,12.333333333333334,1.0,5,1.0,Tier 3 — Low
376,,,14.357884594062902,15.515769188125802,11.333333333333334,16.0,16.0,11.333333333333334,0.6,3,0.8,Tier 3 — Low
377,,,14.280275149723819,17.360550299447638,10.0,13.0,13.0,10.0,1.0,5,1.0,Tier 3 — Low
378,,,14.19404729702244,18.18809459404488,11.0,9.0,9.0,11.0,1.0,5,1.0,Tier 3 — Low
379,,,14.172621205620542,16.545242411241084,10.333333333333334,14.0,14.0,10.333333333333334,1.0,5,1.0,Tier 3 — Low
380,,,14.080275259891321,16.56055051978264,16.666666666666668,4.0,4.0,16.666666666666668,1.0,5,1.0,Tier 3 — Low
381,,,14.043566971315053,17.687133942630105,12.666666666666666,7.0,7.0,12.666666666666666,1.0,5,1.0,Tier 3 — Low
382,,,14.039273452373951,16.278546904747905,12.333333333333334,11.0,11.0,12.333333333333334,0.8,4,0.9333333333333333,Tier 3 — Low
383,,,13.89675017763867,14.793500355277342,13.666666666666666,12.0,12.0,13.666666666666666,0.8,4,0.9333333333333333,Tier 3 — Low
384,,,13.87993583259932,16.35987166519864,7.666666666666667,17.0,17.0,7.666666666666667,1.0,5,1.0,Tier 3 — Low
385,,,13.70914566794358,18.818291335887164,9.0,8.0,8.0,9.0,1.0,5,1.0,Tier 3 — Low
386,,,13.704905271590288,17.009810543180574,11.333333333333334,9.0,9.0,11.333333333333334,1.0,5,1.0,Tier 3 — Low
387,,,13.565405461161763,14.130810922323525,9.0,19.0,19.0,9.0,1.0,5,1.0,Tier 3 — Low
388,,,13.405029555694545,14.810059111389089,15.333333333333334,7.0,7.0,15.333333333333334,1.0,5,1.0,Tier 3 — Low
389,,,13.21611150735169,16.832223014703377,11.333333333333334,7.0,7.0,11.333333333333334,1.0,5,1.0,Tier 3 — Low
390,,,13.13394130336582,15.86788260673164,7.333333333333333,15.0,15.0,7.333333333333333,1.0,5,1.0,Tier 3 — Low
391,,,13.011022000814457,18.422044001628915,10.666666666666666,3.0,3.0,10.666666666666666,1.0,5,1.0,Tier 3 — Low
392,,,13.004736719709927,15.609473439419855,10.666666666666666,10.0,10.0,10.666666666666666,1.0,5,1.0,Tier 3 — Low
393,,,13.001170473154916,15.202340946309832,8.0,15.0,15.0,8.0,1.0,5,1.0,Tier 3 — Low
394,,,12.871338907694037,15.742677815388072,14.0,4.0,4.0,14.0,1.0,5,1.0,Tier 3 — Low
395,,,12.641861577757714,11.88372315551543,9.0,20.0,20.0,9.0,0.6,3,0.6666666666666666,Tier 3 — Low
396,,,12.635597496815462,16.471194993630924,8.0,10.0,10.0,8.0,1.0,5,1.0,Tier 3 — Low
397,,,12.599280246033297,13.398560492066595,14.333333333333334,8.0,8.0,14.333333333333334,1.0,5,1.0,Tier 3 — Low
398,,,12.523154987103105,16.446309974206212,9.0,8.0,8.0,9.0,0.6,3,0.8,Tier 3 — Low
399,,,12.519144442127661,16.238288884255322,9.333333333333334,8.0,8.0,9.333333333333334,1.0,5,1.0,Tier 3 — Low
400,,,12.200953567744541,14.001907135489082,13.333333333333334,6.0,6.0,13.333333333333334,1.0,5,1.0,Tier 3 — Low
401,,,12.175656431151829,14.551312862303659,5.666666666666667,16.0,16.0,5.666666666666667,0.8,4,0.7333333333333333,Tier 3 — Low
402,,,12.131256345464628,15.462512690929257,12.0,4.0,4.0,12.0,1.0,5,1.0,Tier 3 — Low
