patrol_rank,cell_lat,cell_lon,ensemble_score,pred_lgbm,pred_rolling,pred_lag1,count_lag1,rolling_mean_3m,recurrence_rate,n_active_months,persistence_score,patrol_tier
403,,,12.06836997076056,16.13673994152112,8.0,8.0,8.0,8.0,1.0,5,1.0,Tier 3 — Low
404,,,12.024090088961035,14.648180177922068,8.333333333333334,11.0,11.0,8.333333333333334,1.0,5,1.0,Tier 3 — Low
405,,,11.93513998786439,15.270279975728782,11.666666666666666,4.0,4.0,11.666666666666666,1.0,5,1.0,Tier 3 — Low
406,,,11.785325809548414,12.77065161909683,8.0,15.0,15.0,8.0,1.0,5,1.0,Tier 3 — Low
407,,,11.515501582237412,12.031003164474827,8.333333333333334,15.0,15.0,8.333333333333334,1.0,5,1.0,Tier 3 — Low
408,,,11.466959608961737,16.133919217923474,5.333333333333333,9.0,9.0,5.333333333333333,1.0,5,1.0,Tier 3 — Low
409,,,11.216084129572728,15.432168259145456,6.333333333333333,8.0,8.0,6.333333333333333,1.0,5,1.0,Tier 3 — Low
410,,,11.132518131787554,13.26503626357511,14.333333333333334,1.0,1.0,14.333333333333334,1.0,5,1.0,Tier 3 — Low
411,,,11.062190626167945,14.724381252335892,5.666666666666667,10.0,10.0,5.666666666666667,1.0,5,1.0,Tier 3 — Low
412,,,10.85979911396617,15.11959822793234,9.666666666666666,2.0,2.0,9.666666666666666,0.8,4,0.7333333333333333,Tier 3 — Low
413,,,10.816943787998808,13.833887575997615,7.666666666666667,8.0,8.0,7.666666666666667,1.0,5,1.0,Tier 3 — Low
414,,,10.815527936419253,12.431055872838508,6.666666666666667,13.0,13.0,6.666666666666667,1.0,5,1.0,Tier 3 — Low
415,,,10.79265921320984,14.58531842641968,10.333333333333334,2.0,2.0,10.333333333333334,1.0,5,1.0,Tier 3 — Low
416,,,10.712517115764006,13.225034231528014,9.0,7.0,7.0,9.0,1.0,5,1.0,Tier 3 — Low
417,,,10.578768690844548,12.357537381689093,8.666666666666666,9.0,9.0,8.666666666666666,1.0,5,1.0,Tier 3 — Low
418,,,10.546915001506342,13.493830003012684,7.333333333333333,8.0,8.0,7.333333333333333,1.0,5,1.0,Tier 3 — Low
419,,,10.526906573766716,12.653813147533432,7.333333333333333,10.0,10.0,7.333333333333333,0.6,3,0.8,Tier 3 — Low
420,,,10.418664868484925,14.237329736969846,8.333333333333334,4.0,4.0,8.333333333333334,0.8,4,0.9333333333333333,Tier 3 — Low
421,,,10.364869984597851,12.5297399691957,8.333333333333334,8.0,8.0,8.333333333333334,1.0,5,1.0,Tier 3 — Low
422,,,10.347455823316244,14.294911646632487,8.666666666666666,3.0,3.0,8.666666666666666,1.0,5,1.0,Tier 3 — Low
423,,,10.26052461744624,12.12104923489248,6.666666666666667,11.0,11.0,6.666666666666667,1.0,5,1.0,Tier 3 — Low
424,,,10.233150953902099,12.466301907804198,5.333333333333333,12.0,12.0,5.333333333333333,0.8,4,0.9333333333333333,Tier 3 — Low
425,,,10.133584814910629,12.667169629821258,7.333333333333333,8.0,8.0,7.333333333333333,1.0,5,1.0,Tier 3 — Low
426,,,10.024239643683863,11.648479287367728,6.0,12.0,12.0,6.0,0.8,4,0.8,Tier 3 — Low
427,,,9.889801632415105,12.17960326483021,11.333333333333334,2.0,2.0,11.333333333333334,1.0,5,1.0,Tier 3 — Low
428,,,9.851018269225888,11.502036538451774,7.666666666666667,9.0,9.0,7.666666666666667,0.8,4,0.9333333333333333,Tier 3 — Low
429,,,9.751145496129428,12.702290992258858,9.333333333333334,3.0,3.0,9.333333333333334,1.0,5,1.0,Tier 3 — Low
430,,,9.620253702831718,13.240507405663434,3.3333333333333335,10.0,10.0,3.3333333333333335,0.4,2,0.4666666666666667,Tier 3 — Low
431,,,9.47107964652195,12.942159293043902,6.666666666666667,5.0,5.0,6.666666666666667,1.0,5,1.0,Tier 3 — Low
432,,,9.36916356803366,10.538327136067316,5.666666666666667,12.0,12.0,5.666666666666667,0.8,4,0.8,Tier 3 — Low
433,,,9.266954520535215,12.13390904107043,6.666666666666667,6.0,6.0,6.666666666666667,1.0,5,1.0,Tier 3 — Low
434,,,9.214653246755947,12.829306493511895,6.666666666666667,4.0,4.0,6.666666666666667,1.0,5,1.0,Tier 3 — Low
435,,,9.075649290030643,12.751298580061285,6.333333333333333,4.0,4.0,6.333333333333333,1.0,5,1.0,Tier 3 — Low
436,,,8.993940756111922,15.587881512223841,1.3333333333333333,4.0,4.0,1.3333333333333333,0.6,3,0.5333333333333333,Tier 3 — Low
437,,,8.980674270633328,12.961348541266656,3.0,8.0,8.0,3.0,0.4,2,0.5333333333333333,Tier 3 — Low
438,,,8.968231901741447,17.336463803482893,1.0,0.0,0.0,1.0,0.6,3,0.4,Tier 3 — Low
438,,,8.968231901741447,17.336463803482893,1.0,0.0,0.0,1.0,0.6,3,0.4,Tier 3 — Low
440,,,8.960777577891395,10.321555155782791,5.333333333333333,11.0,11.0,5.333333333333333,1.0,5,1.0,Tier 3 — Low
441,,,8.914811118958562,17.229622237917123,1.0,0.0,0.0,1.0,0.6,3,0.4,Tier 3 — Low
442,,,8.887608436610101,10.575216873220201,12.0,0.0,0.0,12.0,0.6,3,0.4666666666666667,Tier 3 — Low
443,,,8.886115179623278,10.972230359246556,4.666666666666667,10.0,10.0,4.666666666666667,0.8,4,0.9333333333333333,Tier 3 — Low
444,,,8.875053347193191,11.750106694386382,5.333333333333333,7.0,7.0,5.333333333333333,1.0,5,1.0,Tier 3 — Low
445,,,8.874845176859898,11.549690353719795,5.666666666666667,7.0,7.0,5.666666666666667,1.0,5,1.0,Tier 3 — Low
446,,,8.841725799503951,11.483451599007902,5.0,8.0,8.0,5.0,1.0,5,1.0,Tier 3 — Low
447,,,8.772514522552514,12.14502904510503,7.666666666666667,2.0,2.0,7.666666666666667,1.0,5,1.0,Tier 3 — Low
448,,,8.697893578081914,11.795787156163827,5.333333333333333,6.0,6.0,5.333333333333333,1.0,5,1.0,Tier 3 — Low
449,,,8.682606001083991,11.165212002167982,5.0,8.0,8.0,5.0,1.0,5,1.0,Tier 3 — Low
450,,,8.658514462118292,10.517028924236586,6.666666666666667,7.0,7.0,6.666666666666667,1.0,5,1.0,Tier 3 — Low
451,,,8.650884377483829,12.301768754967659,3.6666666666666665,7.0,7.0,3.6666666666666665,1.0,5,1.0,Tier 3 — Low
452,,,8.599420860222818,12.598841720445636,5.666666666666667,3.0,3.0,5.666666666666667,1.0,5,1.0,Tier 3 — Low
453,,,8.562955280202187,12.525910560404373,6.333333333333333,2.0,2.0,6.333333333333333,0.8,4,0.8666666666666667,Tier 3 — Low
454,,,8.441386418680885,9.882772837361772,4.333333333333333,11.0,11.0,4.333333333333333,0.8,4,0.7333333333333333,Tier 3 — Low
455,,,8.4023543042056,11.604708608411201,7.333333333333333,2.0,2.0,7.333333333333333,1.0,5,1.0,Tier 3 — Low
456,,,8.327745562693911,11.255491125387824,7.666666666666667,2.0,2.0,7.666666666666667,1.0,5,1.0,Tier 3 — Low
457,,,8.277740100274643,12.755480200549286,4.333333333333333,3.0,3.0,4.333333333333333,1.0,5,1.0,Tier 3 — Low
458,,,8.243906103116613,11.087812206233227,4.333333333333333,7.0,7.0,4.333333333333333,1.0,5,1.0,Tier 3 — Low
459,,,8.11839654902648,11.036793098052959,4.666666666666667,6.0,6.0,4.666666666666667,1.0,5,1.0,Tier 3 — Low
460,,,8.117830433275559,11.835660866551116,4.666666666666667,4.0,4.0,4.666666666666667,0.8,4,0.9333333333333333,Tier 3 — Low
461,,,8.09574083208457,13.19148166416914,1.6666666666666667,5.0,5.0,1.6666666666666667,0.6,3,0.5333333333333333,Tier 3 — Low
462,,,8.083893874056923,15.567787748113844,1.0,0.0,0.0,1.0,0.2,1,0.2,Tier 3 — Low
463,,,8.056853278055257,11.313706556110514,6.666666666666667,2.0,2.0,6.666666666666667,1.0,5,1.0,Tier 3 — Low
464,,,8.049973471768633,10.499946943537266,4.666666666666667,7.0,7.0,4.666666666666667,1.0,5,1.0,Tier 3 — Low
465,,,7.855824756475396,10.311649512950792,3.6666666666666665,8.0,8.0,3.6666666666666665,1.0,5,1.0,Tier 3 — Low
466,,,7.830446464403224,10.060892928806446,4.666666666666667,7.0,7.0,4.666666666666667,0.6,3,0.8,Tier 3 — Low
467,,,7.782747715228354,11.565495430456709,2.6666666666666665,6.0,6.0,2.6666666666666665,0.8,4,0.7333333333333333,Tier 3 — Low
468,,,7.714515213145423,11.629030426290846,3.6666666666666665,4.0,4.0,3.6666666666666665,0.6,3,0.6666666666666666,Tier 3 — Low
469,,,7.7013964919402795,9.80279298388056,3.3333333333333335,9.0,9.0,3.3333333333333335,0.6,3,0.6666666666666666,Tier 3 — Low
470,,,7.575519007803259,10.95103801560652,4.333333333333333,4.0,4.0,4.333333333333333,1.0,5,1.0,Tier 3 — Low
471,,,7.544648472249987,10.089296944499974,7.0,2.0,2.0,7.0,1.0,5,1.0,Tier 3 — Low
472,,,7.537228200707006,9.874456401414013,8.0,1.0,1.0,8.0,0.8,4,0.8,Tier 3 — Low
473,,,7.53652813584835,14.4730562716967,1.0,0.0,0.0,1.0,0.4,2,0.4,Tier 3 — Low
473,,,7.53652813584835,14.4730562716967,1.0,0.0,0.0,1.0,0.4,2,0.4,Tier 3 — Low
475,,,7.534531527950644,10.66906305590129,5.333333333333333,3.0,3.0,5.333333333333333,0.8,4,0.9333333333333333,Tier 3 — Low
476,,,7.515656175119119,12.031312350238238,1.6666666666666667,5.0,5.0,1.6666666666666667,0.6,3,0.5333333333333333,Tier 3 — Low
477,,,7.434359607882058,13.868719215764116,1.6666666666666667,0.0,0.0,1.6666666666666667,0.6,3,0.4,Tier 3 — Low
478,,,7.4167553235072665,11.033510647014532,5.0,2.0,2.0,5.0,1.0,5,1.0,Tier 3 — Low
479,,,7.381305716679398,10.362611433358795,5.333333333333333,3.0,3.0,5.333333333333333,0.8,4,0.9333333333333333,Tier 3 — Low
480,,,7.263164556952792,9.526329113905584,3.6666666666666665,7.0,7.0,3.6666666666666665,1.0,5,1.0,Tier 3 — Low
481,,,7.170377470136685,9.54075494027337,8.0,0.0,0.0,8.0,0.8,4,0.6666666666666666,Tier 3 — Low
482,,,7.166335046034962,9.332670092069923,3.6666666666666665,7.0,7.0,3.6666666666666665,0.6,3,0.8,Tier 3 — Low
483,,,7.157878910824531,10.315757821649061,5.333333333333333,2.0,2.0,5.333333333333333,1.0,5,1.0,Tier 3 — Low
484,,,7.138556900360184,10.877113800720368,4.333333333333333,2.0,2.0,4.333333333333333,0.8,4,0.9333333333333333,Tier 3 — Low
485,,,7.082953104126222,13.165906208252444,1.6666666666666667,0.0,0.0,1.6666666666666667,0.2,1,0.26666666666666666,Tier 3 — Low
486,,,7.043305677478777,9.486611354957555,3.6666666666666665,6.0,6.0,3.6666666666666665,1.0,5,1.0,Tier 3 — Low
487,,,6.9810039818373495,9.562007963674699,3.3333333333333335,6.0,6.0,3.3333333333333335,0.6,3,0.8,Tier 3 — Low
488,,,6.9532182673027485,9.506436534605497,7.333333333333333,0.0,0.0,7.333333333333333,0.4,2,0.3333333333333333,Tier 3 — Low
489,,,6.93886762851281,9.07773525702562,4.0,6.0,6.0,4.0,1.0,5,1.0,Tier 3 — Low
490,,,6.8926070369444865,9.785214073888973,6.0,1.0,1.0,6.0,1.0,5,1.0,Tier 3 — Low
491,,,6.872470426726251,8.9449408534525,4.0,6.0,6.0,4.0,1.0,5,1.0,Tier 3 — Low
492,,,6.791299376700756,8.182598753401512,5.0,6.0,6.0,5.0,1.0,5,1.0,Tier 3 — Low
493,,,6.7792463517562584,10.558492703512517,5.0,0.0,0.0,5.0,0.2,1,0.26666666666666666,Tier 3 — Low
494,,,6.777015280812054,10.754030561624107,4.0,1.0,1.0,4.0,0.8,4,0.9333333333333333,Tier 3 — Low
495,,,6.740005220065078,10.480010440130156,4.333333333333333,1.0,1.0,4.333333333333333,1.0,5,1.0,Tier 3 — Low
496,,,6.567490412643728,9.934980825287456,3.3333333333333335,3.0,3.0,3.3333333333333335,1.0,5,1.0,Tier 3 — Low
497,,,6.490434027546867,11.180868055093734,1.0,3.0,3.0,1.0,0.4,2,0.4666666666666667,Tier 3 — Low
498,,,6.479725073375008,9.359450146750014,4.0,3.0,3.0,4.0,1.0,5,1.0,Tier 3 — Low
499,,,6.45796853950217,12.11593707900434,1.3333333333333333,0.0,0.0,1.3333333333333333,0.8,4,0.6666666666666666,Tier 3 — Low
500,,,6.444131726394487,8.688263452788975,3.0,6.0,6.0,3.0,0.6,3,0.8,Tier 3 — Low
501,,,6.424361900432228,10.648723800864456,3.6666666666666665,0.0,0.0,3.6666666666666665,0.8,4,0.6666666666666666,Tier 3 — Low
502,,,6.398982628590188,8.797965257180376,4.0,4.0,4.0,4.0,1.0,5,1.0,Tier 3 — Low
503,,,6.381852498592092,10.963704997184184,1.0,3.0,3.0,1.0,0.2,1,0.3333333333333333,Tier 3 — Low
504,,,6.353075768399925,8.10615153679985,3.6666666666666665,6.0,6.0,3.6666666666666665,1.0,5,1.0,Tier 3 — Low
505,,,6.2793856310253595,10.75877126205072,1.0,3.0,3.0,1.0,0.2,1,0.3333333333333333,Tier 3 — Low
506,,,6.253025069956251,10.106050139912501,3.3333333333333335,1.0,1.0,3.3333333333333335,1.0,5,1.0,Tier 3 — Low
507,,,6.2348808741732515,9.269761748346502,4.666666666666667,1.0,1.0,4.666666666666667,0.6,3,0.8,Tier 3 — Low
508,,,6.210028531441762,9.020057062883524,2.3333333333333335,5.0,5.0,2.3333333333333335,0.8,4,0.7333333333333333,Tier 3 — Low
509,,,6.179140870841318,10.558281741682634,1.0,3.0,3.0,1.0,0.2,1,0.3333333333333333,Tier 3 — Low
510,,,6.162580276602776,8.525160553205554,6.333333333333333,0.0,0.0,6.333333333333333,0.8,4,0.6666666666666666,Tier 3 — Low
511,,,6.143341980471623,10.286683960943245,1.3333333333333333,3.0,3.0,1.3333333333333333,0.8,4,0.8,Tier 3 — Low
512,,,6.128647119471769,10.657294238943539,2.6666666666666665,0.0,0.0,2.6666666666666665,0.2,1,0.26666666666666666,Tier 3 — Low
513,,,6.097955055502517,8.795910111005034,4.333333333333333,2.0,2.0,4.333333333333333,1.0,5,1.0,Tier 3 — Low
514,,,6.091243793647868,9.582487587295736,2.3333333333333335,3.0,3.0,2.3333333333333335,1.0,5,1.0,Tier 3 — Low
515,,,6.066500390687398,8.133000781374797,6.666666666666667,0.0,0.0,6.666666666666667,0.6,3,0.6,Tier 3 — Low
516,,,6.028715781197184,8.457431562394369,2.6666666666666665,5.0,5.0,2.6666666666666665,0.6,3,0.6666666666666666,Tier 3 — Low
517,,,5.9736544572836,8.5473089145672,5.666666666666667,0.0,0.0,5.666666666666667,0.8,4,0.6666666666666666,Tier 3 — Low
518,,,5.967873482151214,8.735746964302429,2.6666666666666665,4.0,4.0,2.6666666666666665,0.8,4,0.9333333333333333,Tier 3 — Low
519,,,5.9560320121656565,8.312064024331312,4.666666666666667,2.0,2.0,4.666666666666667,0.8,4,0.9333333333333333,Tier 3 — Low
520,,,5.928191190915392,9.256382381830782,2.3333333333333335,3.0,3.0,2.3333333333333335,0.4,2,0.6,Tier 3 — Low
521,,,5.9146617817005485,9.829323563401097,2.6666666666666665,1.0,1.0,2.6666666666666665,0.8,4,0.8666666666666667,Tier 3 — Low
522,,,5.909624523226178,8.219249046452356,4.0,3.0,3.0,4.0,1.0,5,1.0,Tier 3 — Low
523,,,5.855395618853116,9.11079123770623,2.3333333333333335,3.0,3.0,2.3333333333333335,0.8,4,0.9333333333333333,Tier 3 — Low
524,,,5.844611077657506,8.089222155315012,2.6666666666666665,5.0,5.0,2.6666666666666665,0.8,4,0.9333333333333333,Tier 3 — Low
525,,,5.793331367739705,7.986662735479409,3.3333333333333335,4.0,4.0,3.3333333333333335,1.0,5,1.0,Tier 3 — Low
526,,,5.7651826195615365,9.530365239123073,2.6666666666666665,1.0,1.0,2.6666666666666665,1.0,5,1.0,Tier 3 — Low
527,,,5.7556384148526964,8.311276829705394,2.6666666666666665,4.0,4.0,2.6666666666666665,0.8,4,0.7333333333333333,Tier 3 — Low
528,,,5.733992165689367,9.467984331378734,2.6666666666666665,1.0,1.0,2.6666666666666665,1.0,5,1.0,Tier 3 — Low
529,,,5.697156189447371,8.194312378894741,4.0,2.0,2.0,4.0,0.8,4,0.9333333333333333,Tier 3 — Low
530,,,5.685593583230421,8.771187166460843,4.333333333333333,0.0,0.0,4.333333333333333,0.8,4,0.6666666666666666,Tier 3 — Low
531,,,5.6610558271874645,7.922111654374929,3.6666666666666665,3.0,3.0,3.6666666666666665,0.6,3,0.8,Tier 3 — Low
532,,,5.643873012510648,9.287746025021294,1.3333333333333333,3.0,3.0,1.3333333333333333,0.8,4,0.7333333333333333,Tier 3 — Low
533,,,5.627295528575568,9.254591057151137,3.3333333333333335,0.0,0.0,3.3333333333333335,0.8,4,0.6666666666666666,Tier 3 — Low
534,,,5.544346896574426,8.688693793148854,2.0,3.0,3.0,2.0,1.0,5,1.0,Tier 3 — Low
535,,,5.456345852908542,9.512691705817083,2.3333333333333335,0.0,0.0,2.3333333333333335,0.6,3,0.6,Tier 3 — Low
536,,,5.426228321233655,7.85245664246731,4.333333333333333,1.0,1.0,4.333333333333333,0.8,4,0.8,Tier 3 — Low
537,,,5.373492049100472,7.746984098200944,2.3333333333333335,4.0,4.0,2.3333333333333335,1.0,5,1.0,Tier 3 — Low
538,,,5.372390825956353,9.544781651912707,2.0,0.0,0.0,2.0,0.6,3,0.6,Tier 3 — Low
539,,,5.363197760418595,8.72639552083719,3.3333333333333335,0.0,0.0,3.3333333333333335,0.6,3,0.5333333333333333,Tier 3 — Low
540,,,5.2001475219406315,9.400295043881263,1.6666666666666667,0.0,0.0,1.6666666666666667,0.6,3,0.6,Tier 3 — Low
541,,,5.148776122983062,8.097552245966122,1.6666666666666667,3.0,3.0,1.6666666666666667,1.0,5,1.0,Tier 3 — Low
542,,,5.077313261580763,7.754626523161525,2.0,3.0,3.0,2.0,0.8,4,0.8,Tier 3 — Low
543,,,5.0428105669539445,7.885621133907889,3.0,1.0,1.0,3.0,0.8,4,0.8666666666666667,Tier 3 — Low
544,,,4.914231909711292,8.228463819422585,2.0,1.0,1.0,2.0,1.0,5,1.0,Tier 3 — Low
545,,,4.9011201000125775,8.002240200025154,2.3333333333333335,1.0,1.0,2.3333333333333335,1.0,5,1.0,Tier 3 — Low
546,,,4.802649003210748,7.805298006421496,2.3333333333333335,1.0,1.0,2.3333333333333335,1.0,5,1.0,Tier 3 — Low
547,,,4.724614210349103,8.049228420698206,1.6666666666666667,1.0,1.0,1.6666666666666667,0.6,3,0.8,Tier 3 — Low
548,,,4.647991382386947,7.895982764773894,2.3333333333333335,0.0,0.0,2.3333333333333335,0.8,4,0.6666666666666666,Tier 3 — Low
549,,,4.625406145819319,7.650812291638639,2.0,1.0,1.0,2.0,1.0,5,1.0,Tier 3 — Low
550,,,4.548441588140914,7.896883176281829,2.0,0.0,0.0,2.0,0.8,4,0.6666666666666666,Tier 3 — Low
551,,,4.4900394630435,6.980078926087,2.0,2.0,2.0,2.0,1.0,5,1.0,Tier 3 — Low
552,,,4.4600026146156075,7.320005229231214,1.3333333333333333,2.0,2.0,1.3333333333333333,0.8,4,0.8,Tier 3 — Low
553,,,4.15311697978911,6.90623395957822,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,5,1.0,Tier 3 — Low
554,,,4.082661224958579,6.765322449917157,1.0,2.0,2.0,1.0,0.6,3,0.6666666666666666,Tier 3 — Low
555,,,4.024712410619992,7.049424821239985,1.0,1.0,1.0,1.0,0.8,4,0.9333333333333333,Tier 3 — Low
556,,,4.007650882481223,6.815301764962446,0.6666666666666666,2.0,2.0,0.6666666666666666,0.4,2,0.4666666666666667,Tier 3 — Low
557,,,3.9832675581223604,6.766535116244721,0.6666666666666666,2.0,2.0,0.6666666666666666,0.6,3,0.5333333333333333,Tier 3 — Low
558,,,3.935816317031794,6.471632634063589,1.0,2.0,2.0,1.0,0.4,2,0.5333333333333333,Tier 3 — Low
559,,,3.9149450961154604,6.829890192230921,1.0,1.0,1.0,1.0,0.8,4,0.7333333333333333,Tier 3 — Low
560,,,3.808530755650824,7.217061511301647,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6,3,0.4,Tier 3 — Low
561,,,3.7738702104655686,6.547740420931137,1.0,1.0,1.0,1.0,0.4,2,0.5333333333333333,Tier 3 — Low
562,,,3.6985901575400506,6.5971803150801005,0.6666666666666666,1.0,1.0,0.6666666666666666,0.4,2,0.6,Tier 3 — Low
563,,,3.621374154972641,6.242748309945282,1.0,1.0,1.0,1.0,0.6,3,0.7333333333333333,Tier 3 — Low
564,,,3.5850329034680866,6.5700658069361735,1.0,0.0,0.0,1.0,0.8,4,0.6666666666666666,Tier 3 — Low
565,,,3.5830009725959346,6.766001945191869,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6,3,0.6,Tier 3 — Low
565,,,3.5830009725959346,6.766001945191869,0.6666666666666666,0.0,0.0,0.6666666666666666,0.8,4,0.6666666666666666,Tier 3 — Low
567,,,3.5824073572336355,6.56481471446727,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6,3,0.5333333333333333,Tier 3 — Low
568,,,3.5793450570500567,6.558690114100113,0.3333333333333333,1.0,1.0,0.3333333333333333,0.2,1,0.3333333333333333,Tier 3 — Low
569,,,3.5534470119447037,6.506894023889407,0.3333333333333333,1.0,1.0,0.3333333333333333,0.4,2,0.4,Tier 3 — Low
570,,,3.550503605404959,6.5010072108099175,0.3333333333333333,1.0,1.0,0.3333333333333333,0.4,2,0.4666666666666667,Tier 3 — Low
571,,,3.5119752488579485,6.423950497715897,1.0,0.0,0.0,1.0,0.8,4,0.6666666666666666,Tier 3 — Low
572,,,3.4887949410856756,6.3775898821713515,1.0,0.0,0.0,1.0,0.6,3,0.5333333333333333,Tier 3 — Low
573,,,3.4749244514001876,6.549848902800375,0.6666666666666666,0.0,0.0,0.6666666666666666,0.4,2,0.3333333333333333,Tier 3 — Low
574,,,3.374087529060905,6.34817505812181,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6,3,0.6,Tier 3 — Low
575,,,3.3238916249861914,6.447783249972383,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6,3,0.4,Tier 3 — Low
576,,,3.3119057061982304,6.2238114123964605,0.6666666666666666,0.0,0.0,0.6666666666666666,0.4,2,0.4666666666666667,Tier 3 — Low
577,,,3.2837104423800634,6.367420884760127,0.3333333333333333,0.0,0.0,0.3333333333333333,0.4,2,0.4,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.4,2,0.2,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.2,1,0.06666666666666667,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.2,1,0.06666666666666667,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.2,1,0.06666666666666667,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.4,2,0.2,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.2,1,0.06666666666666667,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.2,1,0.06666666666666667,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.2,1,0.06666666666666667,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.4,2,0.2,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.2,1,0.06666666666666667,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.2,1,0.13333333333333333,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.4,2,0.2,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.2,1,0.06666666666666667,Tier 3 — Low
578,,,3.273867252465838,6.547734504931676,0.0,0.0,0.0,0.0,0.2,1,0.06666666666666667,Tier 3 — Low
592,,,3.232555591301662,6.265111182603324,0.3333333333333333,0.0,0.0,0.3333333333333333,0.2,1,0.26666666666666666,Tier 3 — Low
592,,,3.232555591301662,6.265111182603324,0.3333333333333333,0.0,0.0,0.3333333333333333,0.4,2,0.3333333333333333,Tier 3 — Low
592,,,3.232555591301662,6.265111182603324,0.3333333333333333,0.0,0.0,0.3333333333333333,0.4,2,0.3333333333333333,Tier 3 — Low
595,,,3.147812607123829,6.295625214247658,0.0,0.0,0.0,0.0,0.0,0,0.0,Tier 3 — Low
595,,,3.147812607123829,6.295625214247658,0.0,0.0,0.0,0.0,0.0,0,0.0,Tier 3 — Low
595,,,3.147812607123829,6.295625214247658,0.0,0.0,0.0,0.0,0.0,0,0.0,Tier 3 — Low
595,,,3.147812607123829,6.295625214247658,0.0,0.0,0.0,0.0,0.0,0,0.0,Tier 3 — Low
595,,,3.147812607123829,6.295625214247658,0.0,0.0,0.0,0.0,0.0,0,0.0,Tier 3 — Low
595,,,3.147812607123829,6.295625214247658,0.0,0.0,0.0,0.0,0.0,0,0.0,Tier 3 — Low
595,,,3.147812607123829,6.295625214247658,0.0,0.0,0.0,0.0,0.0,0,0.0,Tier 3 — Low
595,,,3.147812607123829,6.295625214247658,0.0,0.0,0.0,0.0,0.0,0,0.0,Tier 3 — Low
595,,,3.147812607123829,6.295625214247658,0.0,0.0,0.0,0.0,0.0,0,0.0,Tier 3 — Low
595,,,3.147812607123829,6.295625214247658,0.0,0.0,0.0,0.0,0.0,0,0.0,Tier 3 — Low
595,,,3.147812607123829,6.295625214247658,0.0,0.0,0.0,0.0,0.0,0,0.0,Tier 3 — Low
595,,,3.147812607123829,6.295625214247658,0.0,0.0,0.0,0.0,0.0,0,0.0,Tier 3 — Low
